Building source vocabulary...	
Created dictionary of size 50004 (pruned from 272353)	
	
Building target vocabulary...	
Created dictionary of size 50004 (pruned from 151757)	
	
Preparing training data...	
... 100000 sentences prepared	
... 200000 sentences prepared	
... shuffling sentences	
... sorting sentences by size	
Prepared 200000 sentences (0 ignored due to length == 0 or > 50)	
	
Preparing validation data...	
... shuffling sentences	
... sorting sentences by size	
Prepared 5718 sentences (285 ignored due to length == 0 or > 50)	
	
Saving source vocabulary to 'data/demo.src.dict'...	
Saving target vocabulary to 'data/demo.tgt.dict'...	
Saving data to 'data/demo-train.t7'...	
Loading data from 'data/demo-train.t7'...	
 * vocabulary size: source = 50004; target = 50004	
 * additional features: source = 0; target = 0	
 * maximum sequence length: source = 50; target = 51	
 * number of training sentences: 200000	
 * maximum batch size: 64	
Building model...	
 * using input feeding	
Initializing parameters...	
 * number of parameters: 84814004	
Preparing memory optimization...	
 * sharing 63% of output/gradInput tensors memory between clones	
	
Epoch 1 ; Iteration 50/3149 ; Learning rate 1.0000 ; Source tokens/s 429 ; Perplexity 165886.47	
Epoch 1 ; Iteration 1850/3149 ; Learning rate 1.0000 ; Source tokens/s 1073 ; Perplexity 610.38	
Epoch 1 ; Iteration 1900/3149 ; Learning rate 1.0000 ; Source tokens/s 1075 ; Perplexity 594.17	
Epoch 1 ; Iteration 1950/3149 ; Learning rate 1.0000 ; Source tokens/s 1077 ; Perplexity 578.92	
Epoch 1 ; Iteration 2000/3149 ; Learning rate 1.0000 ; Source tokens/s 1079 ; Perplexity 563.69	
Epoch 1 ; Iteration 2050/3149 ; Learning rate 1.0000 ; Source tokens/s 1079 ; Perplexity 549.38	
Epoch 1 ; Iteration 2100/3149 ; Learning rate 1.0000 ; Source tokens/s 1080 ; Perplexity 535.84	
Epoch 1 ; Iteration 2150/3149 ; Learning rate 1.0000 ; Source tokens/s 1083 ; Perplexity 521.53	
Epoch 1 ; Iteration 2200/3149 ; Learning rate 1.0000 ; Source tokens/s 1085 ; Perplexity 508.95	
Epoch 1 ; Iteration 2250/3149 ; Learning rate 1.0000 ; Source tokens/s 1086 ; Perplexity 497.23	
Epoch 1 ; Iteration 2300/3149 ; Learning rate 1.0000 ; Source tokens/s 1087 ; Perplexity 485.78	
Epoch 1 ; Iteration 2350/3149 ; Learning rate 1.0000 ; Source tokens/s 1086 ; Perplexity 475.71	
Epoch 1 ; Iteration 2400/3149 ; Learning rate 1.0000 ; Source tokens/s 1086 ; Perplexity 465.76	
Epoch 1 ; Iteration 2450/3149 ; Learning rate 1.0000 ; Source tokens/s 1088 ; Perplexity 455.36	
Epoch 1 ; Iteration 2500/3149 ; Learning rate 1.0000 ; Source tokens/s 1088 ; Perplexity 445.83	
Epoch 1 ; Iteration 2550/3149 ; Learning rate 1.0000 ; Source tokens/s 1088 ; Perplexity 436.53	
Epoch 1 ; Iteration 2600/3149 ; Learning rate 1.0000 ; Source tokens/s 1089 ; Perplexity 427.45	
Epoch 1 ; Iteration 2650/3149 ; Learning rate 1.0000 ; Source tokens/s 1089 ; Perplexity 419.18	
Epoch 1 ; Iteration 2700/3149 ; Learning rate 1.0000 ; Source tokens/s 1089 ; Perplexity 410.92	
Epoch 1 ; Iteration 2750/3149 ; Learning rate 1.0000 ; Source tokens/s 1089 ; Perplexity 403.46	
Epoch 1 ; Iteration 2800/3149 ; Learning rate 1.0000 ; Source tokens/s 1089 ; Perplexity 396.17	
Epoch 1 ; Iteration 2850/3149 ; Learning rate 1.0000 ; Source tokens/s 1090 ; Perplexity 388.35	
Epoch 1 ; Iteration 2900/3149 ; Learning rate 1.0000 ; Source tokens/s 1092 ; Perplexity 380.18	
Epoch 1 ; Iteration 2950/3149 ; Learning rate 1.0000 ; Source tokens/s 1093 ; Perplexity 372.53	
Epoch 1 ; Iteration 3000/3149 ; Learning rate 1.0000 ; Source tokens/s 1094 ; Perplexity 365.39	
Epoch 1 ; Iteration 3050/3149 ; Learning rate 1.0000 ; Source tokens/s 1095 ; Perplexity 358.54	
Epoch 1 ; Iteration 3100/3149 ; Learning rate 1.0000 ; Source tokens/s 1095 ; Perplexity 351.76	
Validation perplexity: 136.13101236166	
Saving checkpoint to 'demo-model_epoch1_136.13.t7'...	
	
Epoch 2 ; Iteration 50/3149 ; Learning rate 1.0000 ; Source tokens/s 1087 ; Perplexity 103.12	
Epoch 2 ; Iteration 100/3149 ; Learning rate 1.0000 ; Source tokens/s 1096 ; Perplexity 101.10	
Epoch 2 ; Iteration 150/3149 ; Learning rate 1.0000 ; Source tokens/s 1107 ; Perplexity 100.07	
Epoch 2 ; Iteration 200/3149 ; Learning rate 1.0000 ; Source tokens/s 1104 ; Perplexity 99.12	
Epoch 2 ; Iteration 250/3149 ; Learning rate 1.0000 ; Source tokens/s 1121 ; Perplexity 98.21	
Epoch 2 ; Iteration 300/3149 ; Learning rate 1.0000 ; Source tokens/s 1127 ; Perplexity 97.59	
Epoch 2 ; Iteration 350/3149 ; Learning rate 1.0000 ; Source tokens/s 1128 ; Perplexity 96.87	
Epoch 2 ; Iteration 400/3149 ; Learning rate 1.0000 ; Source tokens/s 1128 ; Perplexity 96.32	
Epoch 2 ; Iteration 450/3149 ; Learning rate 1.0000 ; Source tokens/s 1126 ; Perplexity 95.57	
Epoch 2 ; Iteration 500/3149 ; Learning rate 1.0000 ; Source tokens/s 1120 ; Perplexity 94.64	
Epoch 2 ; Iteration 550/3149 ; Learning rate 1.0000 ; Source tokens/s 1126 ; Perplexity 94.07	
Epoch 2 ; Iteration 600/3149 ; Learning rate 1.0000 ; Source tokens/s 1123 ; Perplexity 93.09	
Epoch 2 ; Iteration 650/3149 ; Learning rate 1.0000 ; Source tokens/s 1122 ; Perplexity 92.02	
Epoch 2 ; Iteration 700/3149 ; Learning rate 1.0000 ; Source tokens/s 1119 ; Perplexity 91.20	
Epoch 2 ; Iteration 750/3149 ; Learning rate 1.0000 ; Source tokens/s 1121 ; Perplexity 90.73	
Epoch 2 ; Iteration 800/3149 ; Learning rate 1.0000 ; Source tokens/s 1127 ; Perplexity 90.05	
Epoch 2 ; Iteration 850/3149 ; Learning rate 1.0000 ; Source tokens/s 1130 ; Perplexity 89.27	
Epoch 2 ; Iteration 900/3149 ; Learning rate 1.0000 ; Source tokens/s 1127 ; Perplexity 88.71	
Epoch 2 ; Iteration 950/3149 ; Learning rate 1.0000 ; Source tokens/s 1128 ; Perplexity 88.10	
Epoch 2 ; Iteration 1000/3149 ; Learning rate 1.0000 ; Source tokens/s 1129 ; Perplexity 87.38	
Epoch 2 ; Iteration 1050/3149 ; Learning rate 1.0000 ; Source tokens/s 1127 ; Perplexity 86.81	
Epoch 2 ; Iteration 1100/3149 ; Learning rate 1.0000 ; Source tokens/s 1129 ; Perplexity 86.22	
Epoch 2 ; Iteration 1150/3149 ; Learning rate 1.0000 ; Source tokens/s 1132 ; Perplexity 85.39	
Epoch 2 ; Iteration 1200/3149 ; Learning rate 1.0000 ; Source tokens/s 1134 ; Perplexity 84.71	
Epoch 2 ; Iteration 1250/3149 ; Learning rate 1.0000 ; Source tokens/s 1134 ; Perplexity 84.17	
Epoch 2 ; Iteration 1300/3149 ; Learning rate 1.0000 ; Source tokens/s 1134 ; Perplexity 83.50	
Epoch 2 ; Iteration 1350/3149 ; Learning rate 1.0000 ; Source tokens/s 1136 ; Perplexity 82.91	
Epoch 2 ; Iteration 1400/3149 ; Learning rate 1.0000 ; Source tokens/s 1134 ; Perplexity 82.42	
Epoch 2 ; Iteration 1450/3149 ; Learning rate 1.0000 ; Source tokens/s 1133 ; Perplexity 81.93	
Epoch 2 ; Iteration 1500/3149 ; Learning rate 1.0000 ; Source tokens/s 1133 ; Perplexity 81.37	
Epoch 2 ; Iteration 1550/3149 ; Learning rate 1.0000 ; Source tokens/s 1132 ; Perplexity 80.85	
Epoch 2 ; Iteration 1600/3149 ; Learning rate 1.0000 ; Source tokens/s 1131 ; Perplexity 80.24	
Epoch 2 ; Iteration 1650/3149 ; Learning rate 1.0000 ; Source tokens/s 1132 ; Perplexity 79.59	
Epoch 2 ; Iteration 1700/3149 ; Learning rate 1.0000 ; Source tokens/s 1131 ; Perplexity 79.06	
Epoch 2 ; Iteration 1750/3149 ; Learning rate 1.0000 ; Source tokens/s 1131 ; Perplexity 78.52	
Epoch 2 ; Iteration 1800/3149 ; Learning rate 1.0000 ; Source tokens/s 1129 ; Perplexity 78.04	
Epoch 2 ; Iteration 1850/3149 ; Learning rate 1.0000 ; Source tokens/s 1129 ; Perplexity 77.55	
Epoch 2 ; Iteration 1900/3149 ; Learning rate 1.0000 ; Source tokens/s 1128 ; Perplexity 77.11	
Epoch 2 ; Iteration 1950/3149 ; Learning rate 1.0000 ; Source tokens/s 1129 ; Perplexity 76.67	
Epoch 2 ; Iteration 2000/3149 ; Learning rate 1.0000 ; Source tokens/s 1128 ; Perplexity 76.15	
Epoch 2 ; Iteration 2050/3149 ; Learning rate 1.0000 ; Source tokens/s 1128 ; Perplexity 75.74	
Epoch 2 ; Iteration 2100/3149 ; Learning rate 1.0000 ; Source tokens/s 1128 ; Perplexity 75.34	
Epoch 2 ; Iteration 2150/3149 ; Learning rate 1.0000 ; Source tokens/s 1128 ; Perplexity 74.90	
Epoch 2 ; Iteration 2200/3149 ; Learning rate 1.0000 ; Source tokens/s 1126 ; Perplexity 74.55	
Epoch 2 ; Iteration 2250/3149 ; Learning rate 1.0000 ; Source tokens/s 1126 ; Perplexity 74.10	
Epoch 2 ; Iteration 2300/3149 ; Learning rate 1.0000 ; Source tokens/s 1125 ; Perplexity 73.66	
Epoch 2 ; Iteration 2350/3149 ; Learning rate 1.0000 ; Source tokens/s 1126 ; Perplexity 73.17	
Epoch 2 ; Iteration 2400/3149 ; Learning rate 1.0000 ; Source tokens/s 1126 ; Perplexity 72.75	
Epoch 2 ; Iteration 2450/3149 ; Learning rate 1.0000 ; Source tokens/s 1126 ; Perplexity 72.39	
Epoch 2 ; Iteration 2500/3149 ; Learning rate 1.0000 ; Source tokens/s 1127 ; Perplexity 72.02	
Epoch 2 ; Iteration 2550/3149 ; Learning rate 1.0000 ; Source tokens/s 1127 ; Perplexity 71.64	
Epoch 2 ; Iteration 2600/3149 ; Learning rate 1.0000 ; Source tokens/s 1127 ; Perplexity 71.27	
Epoch 2 ; Iteration 2650/3149 ; Learning rate 1.0000 ; Source tokens/s 1126 ; Perplexity 70.89	
Epoch 2 ; Iteration 2700/3149 ; Learning rate 1.0000 ; Source tokens/s 1126 ; Perplexity 70.57	
Epoch 2 ; Iteration 2750/3149 ; Learning rate 1.0000 ; Source tokens/s 1124 ; Perplexity 70.26	
Epoch 2 ; Iteration 2800/3149 ; Learning rate 1.0000 ; Source tokens/s 1124 ; Perplexity 69.97	
Epoch 2 ; Iteration 2850/3149 ; Learning rate 1.0000 ; Source tokens/s 1124 ; Perplexity 69.66	
Epoch 2 ; Iteration 2900/3149 ; Learning rate 1.0000 ; Source tokens/s 1124 ; Perplexity 69.35	
Epoch 2 ; Iteration 2950/3149 ; Learning rate 1.0000 ; Source tokens/s 1124 ; Perplexity 69.05	
Epoch 2 ; Iteration 3000/3149 ; Learning rate 1.0000 ; Source tokens/s 1124 ; Perplexity 68.75	
Epoch 2 ; Iteration 3050/3149 ; Learning rate 1.0000 ; Source tokens/s 1123 ; Perplexity 68.40	
Epoch 2 ; Iteration 3100/3149 ; Learning rate 1.0000 ; Source tokens/s 1123 ; Perplexity 68.07	
Validation perplexity: 63.333822951697	
Saving checkpoint to 'demo-model_epoch2_63.33.t7'...	
	
Epoch 3 ; Iteration 50/3149 ; Learning rate 1.0000 ; Source tokens/s 1161 ; Perplexity 43.74	
Epoch 3 ; Iteration 100/3149 ; Learning rate 1.0000 ; Source tokens/s 1155 ; Perplexity 44.91	
Epoch 3 ; Iteration 150/3149 ; Learning rate 1.0000 ; Source tokens/s 1135 ; Perplexity 44.65	
Epoch 3 ; Iteration 200/3149 ; Learning rate 1.0000 ; Source tokens/s 1134 ; Perplexity 43.61	
Epoch 3 ; Iteration 250/3149 ; Learning rate 1.0000 ; Source tokens/s 1113 ; Perplexity 43.24	
Epoch 3 ; Iteration 300/3149 ; Learning rate 1.0000 ; Source tokens/s 1108 ; Perplexity 43.34	
Epoch 3 ; Iteration 350/3149 ; Learning rate 1.0000 ; Source tokens/s 1111 ; Perplexity 43.42	
Epoch 3 ; Iteration 400/3149 ; Learning rate 1.0000 ; Source tokens/s 1118 ; Perplexity 43.57	
Epoch 3 ; Iteration 450/3149 ; Learning rate 1.0000 ; Source tokens/s 1117 ; Perplexity 43.69	
Epoch 3 ; Iteration 500/3149 ; Learning rate 1.0000 ; Source tokens/s 1120 ; Perplexity 43.66	
Epoch 3 ; Iteration 550/3149 ; Learning rate 1.0000 ; Source tokens/s 1123 ; Perplexity 43.56	
Epoch 3 ; Iteration 600/3149 ; Learning rate 1.0000 ; Source tokens/s 1116 ; Perplexity 43.42	
Epoch 3 ; Iteration 650/3149 ; Learning rate 1.0000 ; Source tokens/s 1118 ; Perplexity 43.49	
Epoch 3 ; Iteration 700/3149 ; Learning rate 1.0000 ; Source tokens/s 1120 ; Perplexity 43.54	
Epoch 3 ; Iteration 750/3149 ; Learning rate 1.0000 ; Source tokens/s 1123 ; Perplexity 43.54	
Epoch 3 ; Iteration 800/3149 ; Learning rate 1.0000 ; Source tokens/s 1122 ; Perplexity 43.38	
Epoch 3 ; Iteration 850/3149 ; Learning rate 1.0000 ; Source tokens/s 1123 ; Perplexity 43.20	
Epoch 3 ; Iteration 900/3149 ; Learning rate 1.0000 ; Source tokens/s 1124 ; Perplexity 43.16	
Epoch 3 ; Iteration 950/3149 ; Learning rate 1.0000 ; Source tokens/s 1127 ; Perplexity 43.06	
Epoch 3 ; Iteration 1000/3149 ; Learning rate 1.0000 ; Source tokens/s 1126 ; Perplexity 42.96	
Epoch 3 ; Iteration 1050/3149 ; Learning rate 1.0000 ; Source tokens/s 1125 ; Perplexity 42.87	
Epoch 3 ; Iteration 1100/3149 ; Learning rate 1.0000 ; Source tokens/s 1125 ; Perplexity 42.84	
Epoch 3 ; Iteration 1150/3149 ; Learning rate 1.0000 ; Source tokens/s 1124 ; Perplexity 42.80	
Epoch 3 ; Iteration 1200/3149 ; Learning rate 1.0000 ; Source tokens/s 1124 ; Perplexity 42.70	
Epoch 3 ; Iteration 1250/3149 ; Learning rate 1.0000 ; Source tokens/s 1124 ; Perplexity 42.63	
Epoch 3 ; Iteration 1300/3149 ; Learning rate 1.0000 ; Source tokens/s 1124 ; Perplexity 42.60	
Epoch 3 ; Iteration 1350/3149 ; Learning rate 1.0000 ; Source tokens/s 1125 ; Perplexity 42.53	
Epoch 3 ; Iteration 1400/3149 ; Learning rate 1.0000 ; Source tokens/s 1125 ; Perplexity 42.51	
Epoch 3 ; Iteration 1450/3149 ; Learning rate 1.0000 ; Source tokens/s 1127 ; Perplexity 42.45	
Epoch 3 ; Iteration 1500/3149 ; Learning rate 1.0000 ; Source tokens/s 1128 ; Perplexity 42.36	
Epoch 3 ; Iteration 1550/3149 ; Learning rate 1.0000 ; Source tokens/s 1128 ; Perplexity 42.28	
Epoch 3 ; Iteration 1600/3149 ; Learning rate 1.0000 ; Source tokens/s 1128 ; Perplexity 42.17	
Epoch 3 ; Iteration 1650/3149 ; Learning rate 1.0000 ; Source tokens/s 1128 ; Perplexity 42.14	
Epoch 3 ; Iteration 1700/3149 ; Learning rate 1.0000 ; Source tokens/s 1129 ; Perplexity 42.02	
Epoch 3 ; Iteration 1750/3149 ; Learning rate 1.0000 ; Source tokens/s 1128 ; Perplexity 41.94	
Epoch 3 ; Iteration 1800/3149 ; Learning rate 1.0000 ; Source tokens/s 1127 ; Perplexity 41.87	
Epoch 3 ; Iteration 1850/3149 ; Learning rate 1.0000 ; Source tokens/s 1124 ; Perplexity 41.76	
Epoch 3 ; Iteration 1900/3149 ; Learning rate 1.0000 ; Source tokens/s 1126 ; Perplexity 41.69	
Epoch 3 ; Iteration 1950/3149 ; Learning rate 1.0000 ; Source tokens/s 1126 ; Perplexity 41.64	
Epoch 3 ; Iteration 2000/3149 ; Learning rate 1.0000 ; Source tokens/s 1127 ; Perplexity 41.56	
Epoch 3 ; Iteration 2050/3149 ; Learning rate 1.0000 ; Source tokens/s 1126 ; Perplexity 41.46	
Epoch 3 ; Iteration 2100/3149 ; Learning rate 1.0000 ; Source tokens/s 1126 ; Perplexity 41.43	
Epoch 3 ; Iteration 2150/3149 ; Learning rate 1.0000 ; Source tokens/s 1126 ; Perplexity 41.31	
Epoch 3 ; Iteration 2200/3149 ; Learning rate 1.0000 ; Source tokens/s 1125 ; Perplexity 41.27	
Epoch 3 ; Iteration 2250/3149 ; Learning rate 1.0000 ; Source tokens/s 1125 ; Perplexity 41.23	
Epoch 3 ; Iteration 2300/3149 ; Learning rate 1.0000 ; Source tokens/s 1124 ; Perplexity 41.16	
Epoch 3 ; Iteration 2350/3149 ; Learning rate 1.0000 ; Source tokens/s 1124 ; Perplexity 41.10	
Epoch 3 ; Iteration 2400/3149 ; Learning rate 1.0000 ; Source tokens/s 1123 ; Perplexity 41.03	
Epoch 3 ; Iteration 2450/3149 ; Learning rate 1.0000 ; Source tokens/s 1126 ; Perplexity 40.98	
Epoch 3 ; Iteration 2500/3149 ; Learning rate 1.0000 ; Source tokens/s 1126 ; Perplexity 40.89	
Epoch 3 ; Iteration 2550/3149 ; Learning rate 1.0000 ; Source tokens/s 1126 ; Perplexity 40.84	
Epoch 3 ; Iteration 2600/3149 ; Learning rate 1.0000 ; Source tokens/s 1125 ; Perplexity 40.77	
Epoch 3 ; Iteration 2650/3149 ; Learning rate 1.0000 ; Source tokens/s 1125 ; Perplexity 40.70	
Epoch 3 ; Iteration 2700/3149 ; Learning rate 1.0000 ; Source tokens/s 1125 ; Perplexity 40.66	
Epoch 3 ; Iteration 2750/3149 ; Learning rate 1.0000 ; Source tokens/s 1124 ; Perplexity 40.62	
Epoch 3 ; Iteration 2800/3149 ; Learning rate 1.0000 ; Source tokens/s 1123 ; Perplexity 40.54	
Epoch 3 ; Iteration 2850/3149 ; Learning rate 1.0000 ; Source tokens/s 1124 ; Perplexity 40.48	
Epoch 3 ; Iteration 2900/3149 ; Learning rate 1.0000 ; Source tokens/s 1124 ; Perplexity 40.42	
Epoch 3 ; Iteration 2950/3149 ; Learning rate 1.0000 ; Source tokens/s 1124 ; Perplexity 40.37	
Epoch 3 ; Iteration 3000/3149 ; Learning rate 1.0000 ; Source tokens/s 1123 ; Perplexity 40.32	
Epoch 3 ; Iteration 3050/3149 ; Learning rate 1.0000 ; Source tokens/s 1123 ; Perplexity 40.26	
Epoch 3 ; Iteration 3100/3149 ; Learning rate 1.0000 ; Source tokens/s 1123 ; Perplexity 40.20	
Validation perplexity: 43.942802081297	
Saving checkpoint to 'demo-model_epoch3_43.94.t7'...	
	
Epoch 4 ; Iteration 50/3149 ; Learning rate 1.0000 ; Source tokens/s 1158 ; Perplexity 31.45	
Epoch 4 ; Iteration 100/3149 ; Learning rate 1.0000 ; Source tokens/s 1169 ; Perplexity 30.43	
Epoch 4 ; Iteration 150/3149 ; Learning rate 1.0000 ; Source tokens/s 1158 ; Perplexity 30.48	
Epoch 4 ; Iteration 200/3149 ; Learning rate 1.0000 ; Source tokens/s 1137 ; Perplexity 30.75	
Epoch 4 ; Iteration 250/3149 ; Learning rate 1.0000 ; Source tokens/s 1131 ; Perplexity 30.77	
Epoch 4 ; Iteration 300/3149 ; Learning rate 1.0000 ; Source tokens/s 1133 ; Perplexity 30.73	
Epoch 4 ; Iteration 350/3149 ; Learning rate 1.0000 ; Source tokens/s 1135 ; Perplexity 30.83	
Epoch 4 ; Iteration 400/3149 ; Learning rate 1.0000 ; Source tokens/s 1135 ; Perplexity 30.95	
Epoch 4 ; Iteration 450/3149 ; Learning rate 1.0000 ; Source tokens/s 1141 ; Perplexity 31.07	
Epoch 4 ; Iteration 500/3149 ; Learning rate 1.0000 ; Source tokens/s 1146 ; Perplexity 31.09	
Epoch 4 ; Iteration 550/3149 ; Learning rate 1.0000 ; Source tokens/s 1143 ; Perplexity 31.13	
Epoch 4 ; Iteration 600/3149 ; Learning rate 1.0000 ; Source tokens/s 1146 ; Perplexity 31.16	
Epoch 4 ; Iteration 650/3149 ; Learning rate 1.0000 ; Source tokens/s 1139 ; Perplexity 31.10	
Epoch 4 ; Iteration 700/3149 ; Learning rate 1.0000 ; Source tokens/s 1137 ; Perplexity 31.14	
Epoch 4 ; Iteration 750/3149 ; Learning rate 1.0000 ; Source tokens/s 1138 ; Perplexity 31.14	
Epoch 4 ; Iteration 800/3149 ; Learning rate 1.0000 ; Source tokens/s 1135 ; Perplexity 31.15	
Epoch 4 ; Iteration 850/3149 ; Learning rate 1.0000 ; Source tokens/s 1131 ; Perplexity 31.13	
Epoch 4 ; Iteration 900/3149 ; Learning rate 1.0000 ; Source tokens/s 1130 ; Perplexity 31.17	
Epoch 4 ; Iteration 950/3149 ; Learning rate 1.0000 ; Source tokens/s 1134 ; Perplexity 31.23	
Epoch 4 ; Iteration 1000/3149 ; Learning rate 1.0000 ; Source tokens/s 1129 ; Perplexity 31.29	
Epoch 4 ; Iteration 1050/3149 ; Learning rate 1.0000 ; Source tokens/s 1131 ; Perplexity 31.29	
Epoch 4 ; Iteration 1100/3149 ; Learning rate 1.0000 ; Source tokens/s 1129 ; Perplexity 31.23	
Epoch 4 ; Iteration 1150/3149 ; Learning rate 1.0000 ; Source tokens/s 1127 ; Perplexity 31.20	
Epoch 4 ; Iteration 1200/3149 ; Learning rate 1.0000 ; Source tokens/s 1127 ; Perplexity 31.13	
Epoch 4 ; Iteration 1250/3149 ; Learning rate 1.0000 ; Source tokens/s 1127 ; Perplexity 31.07	
Epoch 4 ; Iteration 1300/3149 ; Learning rate 1.0000 ; Source tokens/s 1126 ; Perplexity 31.08	
Epoch 4 ; Iteration 1350/3149 ; Learning rate 1.0000 ; Source tokens/s 1127 ; Perplexity 31.02	
Epoch 4 ; Iteration 1400/3149 ; Learning rate 1.0000 ; Source tokens/s 1129 ; Perplexity 31.02	
Epoch 4 ; Iteration 1450/3149 ; Learning rate 1.0000 ; Source tokens/s 1127 ; Perplexity 31.00	
Epoch 4 ; Iteration 1500/3149 ; Learning rate 1.0000 ; Source tokens/s 1127 ; Perplexity 31.03	
Epoch 4 ; Iteration 1550/3149 ; Learning rate 1.0000 ; Source tokens/s 1128 ; Perplexity 31.01	
Epoch 4 ; Iteration 1600/3149 ; Learning rate 1.0000 ; Source tokens/s 1128 ; Perplexity 31.03	
